Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name sounds like .,-4.1751322746276855,-20.875661849975586,"what , like a","[-3.1054515838623047, -9.001327514648438, -0.31378310918807983, -8.454501152038574, -0.0005987281911075115]",bad,drop_argument,202,syntax,argument_structure,sample8,-4.04994535446167,-4.1751322746276855,TRUE
Name watches .,-4.941838264465332,-19.767353057861328,"what , Name","[-3.224195957183838, -11.0869140625, -5.455719947814941, -0.0005227153305895627]",good,drop_argument,202,syntax,argument_structure,sample9,-4.941838264465332,-3.582265138626098,FALSE
Name sounds like .,-3.582265138626098,-17.911325454711914,"what , like Name","[-3.224195957183838, -9.42001724243164, -0.28761520981788635, -4.978893756866455, -0.0006040894077159464]",bad,drop_argument,202,syntax,argument_structure,sample9,-4.941838264465332,-3.582265138626098,FALSE
Name should n't help .,-4.957472324371338,-29.744834899902344,"what , you you you","[-3.038832426071167, -9.705460548400879, -5.809426784515381, -7.878574371337891, -3.312124252319336, -0.0004159538948442787]",good,drop_argument,226,syntax,argument_structure,sample1,-4.957472324371338,-5.080045223236084,TRUE
Name should n't sound like .,-5.080045223236084,-35.56031799316406,"what , you you like that","[-3.038832426071167, -9.705460548400879, -5.809426784515381, -8.944303512573242, -1.684338092803955, -6.377641677856445, -0.00031537804170511663]",bad,drop_argument,226,syntax,argument_structure,sample1,-4.957472324371338,-5.080045223236084,TRUE
Name should n't help .,-4.013031959533691,-24.07819175720215,"what , n't write you","[-3.5443806648254395, -7.608027458190918, -1.7017905712127686, -6.635575771331787, -4.587512493133545, -0.0009036748087964952]",good,drop_argument,226,syntax,argument_structure,sample10,-4.013031959533691,-4.488289833068848,TRUE
Name should n't sound like .,-4.488289833068848,-31.41802978515625,"what , n't write like that","[-3.5443806648254395, -7.608027458190918, -1.7017905712127686, -9.984742164611816, -1.8363670110702515, -6.741886615753174, -0.0008354272576980293]",bad,drop_argument,226,syntax,argument_structure,sample10,-4.013031959533691,-4.488289833068848,TRUE
Name should n't help .,-4.648890018463135,-27.893341064453125,"what , . have you","[-3.3328781127929688, -7.855046272277832, -1.875003695487976, -9.759130477905273, -5.0704851150512695, -0.0007975496700964868]",good,drop_argument,226,syntax,argument_structure,sample2,-4.648890018463135,-4.507982730865479,FALSE
Name should n't sound like .,-4.507982730865479,-31.555877685546875,"what , . have ? that","[-3.3328781127929688, -7.855046272277832, -1.875003695487976, -10.05026912689209, -2.6125645637512207, -5.829034805297852, -0.0010808822698891163]",bad,drop_argument,226,syntax,argument_structure,sample2,-4.648890018463135,-4.507982730865479,FALSE
Name should n't help .,-4.06345796585083,-24.380746841430664,what . be . you,"[-3.209115743637085, -8.331976890563965, -3.669315814971924, -7.166692733764648, -2.003169536590576, -0.0004764852055814117]",good,drop_argument,226,syntax,argument_structure,sample3,-4.06345796585083,-4.378976345062256,TRUE
Name should n't sound like .,-4.378976345062256,-30.652835845947266,what . be . like that,"[-3.209115743637085, -8.331976890563965, -3.669315814971924, -10.347664833068848, -1.116929531097412, -3.977484941482544, -0.0003505330823827535]",bad,drop_argument,226,syntax,argument_structure,sample3,-4.06345796585083,-4.378976345062256,TRUE
Name should n't help .,-4.489996433258057,-26.939979553222656,"what , be you you","[-3.3675284385681152, -8.265996932983398, -3.555966377258301, -7.784337997436523, -3.9651098251342773, -0.0010401559993624687]",good,drop_argument,226,syntax,argument_structure,sample4,-4.489996433258057,-4.921337604522705,TRUE
Name should n't sound like .,-4.921337604522705,-34.449363708496094,"what , be you like that","[-3.3675284385681152, -8.265996932983398, -3.555966377258301, -11.516247749328613, -0.7513063549995422, -6.991076469421387, -0.0012412709183990955]",bad,drop_argument,226,syntax,argument_structure,sample4,-4.489996433258057,-4.921337604522705,TRUE
Name should n't help .,-4.075273990631104,-24.451644897460938,"what , be be you","[-2.9871325492858887, -8.928472518920898, -2.8296573162078857, -7.426989555358887, -2.2789573669433594, -0.00043442347669042647]",good,drop_argument,226,syntax,argument_structure,sample5,-4.075273990631104,-4.68602991104126,TRUE
Name should n't sound like .,-4.68602991104126,-32.802207946777344,"what , be be ? that","[-2.9871325492858887, -8.928472518920898, -2.8296573162078857, -11.555391311645508, -2.1857595443725586, -4.315056800842285, -0.0007362039177678525]",bad,drop_argument,226,syntax,argument_structure,sample5,-4.075273990631104,-4.68602991104126,TRUE
Name should n't help .,-4.0838727951049805,-24.503236770629883,"what , be . .","[-3.349701166152954, -7.746495246887207, -3.988227367401123, -8.311309814453125, -1.1070165634155273, -0.00048685140791349113]",good,drop_argument,226,syntax,argument_structure,sample6,-4.0838727951049805,-4.196719169616699,TRUE
Name should n't sound like .,-4.196719169616699,-29.377033233642578,"what , be . like that","[-3.349701166152954, -7.746495246887207, -3.988227367401123, -10.646427154541016, -0.5888242721557617, -3.056739568710327, -0.0006177900941111147]",bad,drop_argument,226,syntax,argument_structure,sample6,-4.0838727951049805,-4.196719169616699,TRUE
Name should n't help .,-3.845582962036133,-23.073497772216797,"what , be have you","[-3.405649185180664, -7.442630767822266, -3.2254862785339355, -6.442778587341309, -2.5560333728790283, -0.000920825288631022]",good,drop_argument,226,syntax,argument_structure,sample7,-3.845582962036133,-4.09331750869751,TRUE
Name should n't sound like .,-4.09331750869751,-28.653221130371094,"what , be have like that","[-3.405649185180664, -7.442630767822266, -3.2254862785339355, -10.105565071105957, -0.9418403506278992, -3.5311007499694824, -0.0009478605352342129]",bad,drop_argument,226,syntax,argument_structure,sample7,-3.845582962036133,-4.09331750869751,TRUE
Name should n't help .,-4.134283065795898,-24.80569839477539,"what , be have you","[-3.1054515838623047, -8.37708854675293, -2.668713092803955, -7.801827430725098, -2.852264404296875, -0.00035363141796551645]",good,drop_argument,226,syntax,argument_structure,sample8,-4.134283065795898,-4.613749980926514,TRUE
Name should n't sound like .,-4.613749980926514,-32.29624938964844,"what , be have like to","[-3.1054515838623047, -8.37708854675293, -2.668713092803955, -8.921514511108398, -1.1034958362579346, -8.119321823120117, -0.0006675875629298389]",bad,drop_argument,226,syntax,argument_structure,sample8,-4.134283065795898,-4.613749980926514,TRUE
Name should n't help .,-4.405032634735107,-26.430194854736328,"what , be be you","[-3.224195957183838, -8.46440601348877, -3.481916904449463, -7.34781551361084, -3.911313056945801, -0.000546425289940089]",good,drop_argument,226,syntax,argument_structure,sample9,-4.405032634735107,-4.425968647003174,TRUE
Name should n't sound like .,-4.425968647003174,-30.981781005859375,"what , be be like that","[-3.224195957183838, -8.46440601348877, -3.481916904449463, -10.626798629760742, -0.30746525526046753, -4.8762993812561035, -0.0006999903125688434]",bad,drop_argument,226,syntax,argument_structure,sample9,-4.405032634735107,-4.425968647003174,TRUE
Name did remember .,-3.9505600929260254,-19.75279998779297,"what , . ?","[-3.038832426071167, -4.760225772857666, -9.998583793640137, -1.9547938108444214, -0.00036352223833091557]",good,drop_argument,296,syntax,argument_structure,sample1,-3.9505600929260254,-5.591000080108643,TRUE
Name did care for .,-5.591000080108643,-33.54600143432617,"what , . . Name","[-3.038832426071167, -4.760225772857666, -12.173433303833008, -8.017769813537598, -5.555301666259766, -0.0004391897819004953]",bad,drop_argument,296,syntax,argument_structure,sample1,-3.9505600929260254,-5.591000080108643,TRUE
Name did remember .,-4.592843532562256,-22.964218139648438,"what , n't ?","[-3.5443806648254395, -4.212034225463867, -11.96804428100586, -3.2393360137939453, -0.00042274597217328846]",good,drop_argument,296,syntax,argument_structure,sample10,-4.592843532562256,-5.119152545928955,TRUE
Name did care for .,-5.119152545928955,-30.714914321899414,"what , n't ? you","[-3.5443806648254395, -4.212034225463867, -9.559713363647461, -6.39799690246582, -7.000226974487305, -0.000563224486541003]",bad,drop_argument,296,syntax,argument_structure,sample10,-4.592843532562256,-5.119152545928955,TRUE
Name did remember .,-4.646299839019775,-23.23149871826172,"what , . ?","[-3.3328781127929688, -4.112165927886963, -11.41820240020752, -4.367334365844727, -0.0009184433147311211]",good,drop_argument,296,syntax,argument_structure,sample2,-4.646299839019775,-5.295089244842529,TRUE
Name did care for .,-5.295089244842529,-31.770536422729492,"what , . ? you","[-3.3328781127929688, -4.112165927886963, -11.389484405517578, -5.2716755867004395, -7.6634521484375, -0.0008815216715447605]",bad,drop_argument,296,syntax,argument_structure,sample2,-4.646299839019775,-5.295089244842529,TRUE
Name did remember .,-4.035746574401856,-20.178733825683594,what . . ?,"[-3.209115743637085, -4.2075395584106445, -11.153451919555664, -1.6081843376159668, -0.00044109628652222455]",good,drop_argument,296,syntax,argument_structure,sample3,-4.035746574401856,-5.477334499359131,TRUE
Name did care for .,-5.477334499359131,-32.86400604248047,what . . . you,"[-3.209115743637085, -4.2075395584106445, -12.760261535644531, -5.459741592407227, -7.226664066314697, -0.0006824786541983485]",bad,drop_argument,296,syntax,argument_structure,sample3,-4.035746574401856,-5.477334499359131,TRUE
Name did remember .,-4.553718566894531,-22.768592834472656,"what , n't ?","[-3.3675284385681152, -5.601551055908203, -9.111296653747559, -4.686758995056152, -0.0014572249492630363]",good,drop_argument,296,syntax,argument_structure,sample4,-4.553718566894531,-5.636594295501709,TRUE
Name did care for .,-5.636594295501709,-33.81956481933594,"what , n't ? the","[-3.3675284385681152, -5.601551055908203, -12.682655334472656, -5.82089900970459, -6.3455095291137695, -0.0014212755486369133]",bad,drop_argument,296,syntax,argument_structure,sample4,-4.553718566894531,-5.636594295501709,TRUE
Name did remember .,-4.402225971221924,-22.01112937927246,"what , . ?","[-2.9871325492858887, -4.593747138977051, -11.770556449890137, -2.6591243743896484, -0.0005694198189303279]",good,drop_argument,296,syntax,argument_structure,sample5,-4.402225971221924,-5.436000823974609,TRUE
Name did care for .,-5.436000823974609,-32.616004943847656,"what , . . a","[-2.9871325492858887, -4.593747138977051, -12.522841453552246, -7.270071506500244, -5.241636276245117, -0.0005741854547522962]",bad,drop_argument,296,syntax,argument_structure,sample5,-4.402225971221924,-5.436000823974609,TRUE
Name did remember .,-4.320736885070801,-21.60368537902832,"what , ? ?","[-3.349701166152954, -5.070699691772461, -10.703340530395508, -2.4794375896453857, -0.0005080600967630744]",good,drop_argument,296,syntax,argument_structure,sample6,-4.320736885070801,-5.807443141937256,TRUE
Name did care for .,-5.807443141937256,-34.84465789794922,"what , ? . you","[-3.349701166152954, -5.070699691772461, -15.873321533203125, -6.43687629699707, -4.113488674163818, -0.0005725175142288208]",bad,drop_argument,296,syntax,argument_structure,sample6,-4.320736885070801,-5.807443141937256,TRUE
Name did remember .,-3.767728090286255,-18.838640213012695,"what , . ?","[-3.405649185180664, -4.78532600402832, -9.79503059387207, -0.8519834280014038, -0.000651147507596761]",good,drop_argument,296,syntax,argument_structure,sample7,-3.767728090286255,-4.981285095214844,TRUE
Name did care for .,-4.981285095214844,-29.887710571289062,"what , . . you","[-3.405649185180664, -4.78532600402832, -8.536162376403809, -8.462403297424316, -4.696979522705078, -0.0011887634173035622]",bad,drop_argument,296,syntax,argument_structure,sample7,-3.767728090286255,-4.981285095214844,TRUE
Name did remember .,-4.082777976989746,-20.413890838623047,"what , n't ?","[-3.1054515838623047, -4.6312785148620605, -10.722892761230469, -1.953857183456421, -0.0004107108688913286]",good,drop_argument,296,syntax,argument_structure,sample8,-4.082777976989746,-5.416299343109131,TRUE
Name did care for .,-5.416299343109131,-32.49779510498047,"what , n't . the","[-3.1054515838623047, -4.6312785148620605, -11.24549674987793, -8.116429328918457, -5.398486137390137, -0.0006525770877487957]",bad,drop_argument,296,syntax,argument_structure,sample8,-4.082777976989746,-5.416299343109131,TRUE
Name did remember .,-4.123473167419434,-20.61736488342285,"what , n't ?","[-3.224195957183838, -4.671633243560791, -9.44011116027832, -3.280397415161133, -0.0010278901318088174]",good,drop_argument,296,syntax,argument_structure,sample9,-4.123473167419434,-6.175245761871338,TRUE
Name did care for .,-6.175245761871338,-37.051475524902344,"what , n't ? you","[-3.224195957183838, -4.671633243560791, -12.798709869384766, -7.414142608642578, -8.94217586517334, -0.0006202919175848365]",bad,drop_argument,296,syntax,argument_structure,sample9,-4.123473167419434,-6.175245761871338,TRUE
Name can love .,-4.222577095031738,-21.112886428833008,"what , n't the","[-3.038832426071167, -5.5993971824646, -9.623464584350586, -2.850545644760132, -0.0006461439770646393]",good,drop_argument,312,syntax,argument_structure,sample1,-4.222577095031738,-4.51039457321167,TRUE
Name can walk through .,-4.51039457321167,-27.062366485595703,"what , n't ? the","[-3.038832426071167, -5.5993971824646, -6.715630531311035, -6.730410575866699, -4.977707386016846, -0.00038675934774801135]",bad,drop_argument,312,syntax,argument_structure,sample1,-4.222577095031738,-4.51039457321167,TRUE
Name can love .,-4.492511749267578,-22.46255874633789,"what , n't the","[-3.5443806648254395, -5.138270378112793, -8.664484977722168, -5.114879608154297, -0.0005440423847176135]",good,drop_argument,312,syntax,argument_structure,sample10,-4.492511749267578,-3.706462860107422,FALSE
Name can walk through .,-3.706462860107422,-22.23877716064453,"what , n't . that","[-3.5443806648254395, -5.138270378112793, -4.668651103973389, -6.875611305236816, -2.011592388153076, -0.000270091783022508]",bad,drop_argument,312,syntax,argument_structure,sample10,-4.492511749267578,-3.706462860107422,FALSE
Name can love .,-3.901047468185425,-19.505237579345703,"what , n't the","[-3.3328781127929688, -5.120120525360107, -8.652990341186523, -2.3981575965881348, -0.0010918376501649618]",good,drop_argument,312,syntax,argument_structure,sample2,-3.901047468185425,-4.171915054321289,TRUE
Name can walk through .,-4.171915054321289,-25.031490325927734,"what , n't ? the","[-3.3328781127929688, -5.120120525360107, -5.62424373626709, -5.8803324699401855, -5.072845458984375, -0.0010683787986636162]",bad,drop_argument,312,syntax,argument_structure,sample2,-3.901047468185425,-4.171915054321289,TRUE
Name can love .,-3.966712951660156,-19.83356475830078,what . n't you,"[-3.209115743637085, -4.81348991394043, -9.300338745117188, -2.5101423263549805, -0.00047708096099086106]",good,drop_argument,312,syntax,argument_structure,sample3,-3.966712951660156,-4.112752914428711,TRUE
Name can walk through .,-4.112752914428711,-24.676517486572266,what . n't . the,"[-3.209115743637085, -4.81348991394043, -6.16434383392334, -5.683673858642578, -4.805528163909912, -0.0003669780562631786]",bad,drop_argument,312,syntax,argument_structure,sample3,-3.966712951660156,-4.112752914428711,TRUE
Name can love .,-4.573154926300049,-22.865774154663086,"what , n't a","[-3.3675284385681152, -4.55946683883667, -10.304789543151855, -4.632696151733398, -0.001292465953156352]",good,drop_argument,312,syntax,argument_structure,sample4,-4.573154926300049,-3.9889590740203857,FALSE
Name can walk through .,-3.9889590740203857,-23.933753967285156,"what , n't . the","[-3.3675284385681152, -4.55946683883667, -5.350628852844238, -6.3579816818237305, -4.2967963218688965, -0.0013505632523447275]",bad,drop_argument,312,syntax,argument_structure,sample4,-4.573154926300049,-3.9889590740203857,FALSE
Name can love .,-3.7737438678741455,-18.86871910095215,"what , n't the","[-2.9871325492858887, -4.640105247497559, -9.423843383789062, -1.8171430826187134, -0.000495549407787621]",good,drop_argument,312,syntax,argument_structure,sample5,-3.7737438678741455,-3.4564571380615234,FALSE
Name can walk through .,-3.4564571380615234,-20.73874282836914,"what , n't in .","[-2.9871325492858887, -4.640105247497559, -5.977055549621582, -5.83798885345459, -1.295945405960083, -0.0005152089870534837]",bad,drop_argument,312,syntax,argument_structure,sample5,-3.7737438678741455,-3.4564571380615234,FALSE
Name can love .,-4.470621585845947,-22.353107452392578,"what , n't the","[-3.349701166152954, -4.308987617492676, -10.289082527160645, -4.40452766418457, -0.0008082698914222419]",good,drop_argument,312,syntax,argument_structure,sample6,-4.470621585845947,-4.467260360717773,FALSE
Name can walk through .,-4.467260360717773,-26.80356216430664,"what , n't ? the","[-3.349701166152954, -4.308987617492676, -5.910105228424072, -8.454145431518555, -4.780163288116455, -0.00045980370487086475]",bad,drop_argument,312,syntax,argument_structure,sample6,-4.470621585845947,-4.467260360717773,FALSE
Name can love .,-4.149043083190918,-20.745216369628906,"what , n't the","[-3.405649185180664, -4.747884750366211, -9.762672424316406, -2.828190565109253, -0.0008208957733586431]",good,drop_argument,312,syntax,argument_structure,sample7,-4.149043083190918,-3.4842302799224854,FALSE
Name can walk through .,-3.4842302799224854,-20.90538215637207,"what , n't , the","[-3.405649185180664, -4.747884750366211, -4.693338871002197, -5.98393440246582, -2.074052333831787, -0.0005227153305895627]",bad,drop_argument,312,syntax,argument_structure,sample7,-4.149043083190918,-3.4842302799224854,FALSE
Name can love .,-4.469245910644531,-22.346229553222656,"what , n't it","[-3.1054515838623047, -5.389750957489014, -8.85763168334961, -4.992856025695801, -0.000539634027518332]",good,drop_argument,312,syntax,argument_structure,sample8,-4.469245910644531,-3.5681312084198,FALSE
Name can walk through .,-3.5681312084198,-21.40878677368164,"what , n't . the","[-3.1054515838623047, -5.389750957489014, -4.652092456817627, -5.430768013000488, -2.8304901123046875, -0.0002329078270122409]",bad,drop_argument,312,syntax,argument_structure,sample8,-4.469245910644531,-3.5681312084198,FALSE
Name can love .,-5.194390773773193,-25.971954345703125,"what , n't the","[-3.224195957183838, -4.6055827140808105, -12.637697219848633, -5.503753662109375, -0.0007242917199619114]",good,drop_argument,312,syntax,argument_structure,sample9,-5.194390773773193,-3.878187894821167,FALSE
Name can walk through .,-3.878187894821167,-23.269126892089844,"what , n't . the","[-3.224195957183838, -4.6055827140808105, -6.003488540649414, -7.46937370300293, -1.9659068584442139, -0.000579546787776053]",bad,drop_argument,312,syntax,argument_structure,sample9,-5.194390773773193,-3.878187894821167,FALSE
Name was n't buying .,-4.541234493255615,-27.247406005859375,"what , Name going .","[-3.038832426071167, -5.888733386993408, -2.6081018447875977, -14.624748229980469, -1.0867582559585571, -0.0002324311062693596]",good,drop_argument,337,syntax,argument_structure,sample1,-4.541234493255615,-2.8905675411224365,FALSE
Name was n't going to .,-2.8905675411224365,-20.233972549438477,"what , Name going to get","[-3.038832426071167, -5.888733386993408, -2.6081018447875977, -2.1777093410491943, -0.5152673125267029, -6.004847526550293, -0.000479344860650599]",bad,drop_argument,337,syntax,argument_structure,sample1,-4.541234493255615,-2.8905675411224365,FALSE
Name was n't buying .,-4.02051305770874,-24.123077392578125,"what , a ? ?","[-3.5443806648254395, -5.562223434448242, -3.016876697540283, -9.163650512695312, -2.835252285003662, -0.000694153131917119]",good,drop_argument,337,syntax,argument_structure,sample10,-4.02051305770874,-3.1561734676361084,FALSE
Name was n't going to .,-3.1561734676361084,-22.09321403503418,"what , a ? to be","[-3.5443806648254395, -5.562223434448242, -3.016876697540283, -3.5356905460357666, -0.08357163518667221, -6.349262714385986, -0.0012086475035175681]",bad,drop_argument,337,syntax,argument_structure,sample10,-4.02051305770874,-3.1561734676361084,FALSE
Name was n't buying .,-4.598524570465088,-27.591148376464844,"what , playing it a","[-3.3328781127929688, -5.135676383972168, -3.2979977130889893, -12.375407218933105, -3.447601795196533, -0.001587560516782105]",good,drop_argument,337,syntax,argument_structure,sample2,-4.598524570465088,-2.898492813110352,FALSE
Name was n't going to .,-2.898492813110352,-20.28944969177246,"what , playing it to put","[-3.3328781127929688, -5.135676383972168, -3.2979977130889893, -3.5238630771636963, -0.35754936933517456, -4.6392364501953125, -0.002249212935566902]",bad,drop_argument,337,syntax,argument_structure,sample2,-4.598524570465088,-2.898492813110352,FALSE
Name was n't buying .,-4.434375762939453,-26.60625457763672,what . a it ?,"[-3.209115743637085, -5.662879943847656, -3.4947025775909424, -8.959173202514648, -5.279839038848877, -0.0005433275364339352]",good,drop_argument,337,syntax,argument_structure,sample3,-4.434375762939453,-3.088613271713257,FALSE
Name was n't going to .,-3.088613271713257,-21.62029266357422,what . a it to put,"[-3.209115743637085, -5.662879943847656, -3.4947025775909424, -4.158842086791992, -0.05055014044046402, -5.043316841125488, -0.0008847374701872468]",bad,drop_argument,337,syntax,argument_structure,sample3,-4.434375762939453,-3.088613271713257,FALSE
Name was n't buying .,-4.277210235595703,-25.66326141357422,"what , going there the","[-3.3675284385681152, -5.276711940765381, -4.620205879211426, -9.391060829162598, -3.007007122039795, -0.0007462101057171822]",good,drop_argument,337,syntax,argument_structure,sample4,-4.277210235595703,-3.2818057537078857,FALSE
Name was n't going to .,-3.2818057537078857,-22.972640991210938,"what , going there to get","[-3.3675284385681152, -5.276711940765381, -4.620205879211426, -3.5537595748901367, -0.2059856504201889, -5.947690963745117, -0.000759074988309294]",bad,drop_argument,337,syntax,argument_structure,sample4,-4.277210235595703,-3.2818057537078857,FALSE
Name was n't buying .,-4.271148204803467,-25.626888275146484,"what , a a a","[-2.9871325492858887, -5.937201499938965, -3.2685534954071045, -8.898584365844727, -4.534512519836426, -0.0009046276099979877]",good,drop_argument,337,syntax,argument_structure,sample5,-4.271148204803467,-3.366434335708618,FALSE
Name was n't going to .,-3.366434335708618,-23.565040588378906,"what , a a to put","[-2.9871325492858887, -5.937201499938965, -3.2685534954071045, -4.815839767456055, -0.19289912283420563, -6.362767219543457, -0.0006472161621786654]",bad,drop_argument,337,syntax,argument_structure,sample5,-4.271148204803467,-3.366434335708618,FALSE
Name was n't buying .,-4.256870746612549,-25.54122543334961,"what , a a .","[-3.349701166152954, -5.53365421295166, -3.3207616806030273, -11.549627304077148, -1.7868468761444092, -0.0006355411605909467]",good,drop_argument,337,syntax,argument_structure,sample6,-4.256870746612549,-3.6412298679351807,FALSE
Name was n't going to .,-3.6412298679351807,-25.488609313964844,"what , a a to be","[-3.349701166152954, -5.53365421295166, -3.3207616806030273, -5.611342430114746, -0.11414940655231476, -7.557884216308594, -0.0011135098757222295]",bad,drop_argument,337,syntax,argument_structure,sample6,-4.256870746612549,-3.6412298679351807,FALSE
Name was n't buying .,-4.069775581359863,-24.41865348815918,"what , that dancing .","[-3.405649185180664, -5.274982452392578, -3.6745598316192627, -10.935595512390137, -1.126910924911499, -0.0009559590835124254]",good,drop_argument,337,syntax,argument_structure,sample7,-4.069775581359863,-3.499077081680298,FALSE
Name was n't going to .,-3.499077081680298,-24.493539810180664,"what , that dancing to put","[-3.405649185180664, -5.274982452392578, -3.6745598316192627, -4.322038650512695, -0.06897058337926865, -7.744442939758301, -0.0028948565013706684]",bad,drop_argument,337,syntax,argument_structure,sample7,-4.069775581359863,-3.499077081680298,FALSE
Name was n't buying .,-4.392571449279785,-26.35542869567871,"what , talking that .","[-3.1054515838623047, -5.358878135681152, -3.934731960296631, -12.158668518066406, -1.7973933219909668, -0.00030501006403937936]",good,drop_argument,337,syntax,argument_structure,sample8,-4.392571449279785,-3.2717535495758057,FALSE
Name was n't going to .,-3.2717535495758057,-22.90227508544922,"what , talking that to put","[-3.1054515838623047, -5.358878135681152, -3.934731960296631, -5.3738789558410645, -0.310261070728302, -4.818425178527832, -0.0006497179274447262]",bad,drop_argument,337,syntax,argument_structure,sample8,-4.392571449279785,-3.2717535495758057,FALSE
Name was n't buying .,-4.989994049072266,-29.939964294433594,"what , a it on","[-3.224195957183838, -5.868238925933838, -3.9143412113189697, -14.23061752319336, -2.701939821243286, -0.0006313714548014104]",good,drop_argument,337,syntax,argument_structure,sample9,-4.989994049072266,-3.503854751586914,FALSE
Name was n't going to .,-3.503854751586914,-24.5269832611084,"what , a it to get","[-3.224195957183838, -5.868238925933838, -3.9143412113189697, -4.323644638061523, -0.20273570716381073, -6.992931842803955, -0.0008947421447373927]",bad,drop_argument,337,syntax,argument_structure,sample9,-4.989994049072266,-3.503854751586914,FALSE
Name sounded like .,-3.955178737640381,-19.775894165039062,"what , like Name","[-3.038832426071167, -9.975325584411621, -1.1443384885787964, -5.6170854568481445, -0.0003131137927994132]",bad,drop_argument,342,syntax,argument_structure,sample1,-3.087765693664551,-3.955178737640381,TRUE
Name forgot .,-3.087765693664551,-12.351062774658203,"what , .","[-3.038832426071167, -7.917891979217529, -1.394095778465271, -0.00024291902082040906]",good,drop_argument,342,syntax,argument_structure,sample1,-3.087765693664551,-3.955178737640381,TRUE
Name sounded like .,-3.513256072998047,-17.566280364990234,"what , like that","[-3.5443806648254395, -8.836602210998535, -0.805459201335907, -4.379324436187744, -0.000513064325787127]",bad,drop_argument,342,syntax,argument_structure,sample10,-4.173670768737793,-3.513256072998047,FALSE
Name forgot .,-4.173670768737793,-16.694683074951172,"what , to","[-3.5443806648254395, -11.413626670837402, -1.7360384464263916, -0.0006370898918248713]",good,drop_argument,342,syntax,argument_structure,sample10,-4.173670768737793,-3.513256072998047,FALSE
Name sounded like .,-3.8468832969665527,-19.234416961669922,"what , like that","[-3.3328781127929688, -10.081376075744629, -1.0159977674484253, -4.803521156311035, -0.0006431656656786799]",bad,drop_argument,342,syntax,argument_structure,sample2,-3.1074323654174805,-3.8468832969665527,TRUE
Name forgot .,-3.1074323654174805,-12.429729461669922,"what , .","[-3.3328781127929688, -7.519077301025391, -1.5767822265625, -0.0009919252479448915]",good,drop_argument,342,syntax,argument_structure,sample2,-3.1074323654174805,-3.8468832969665527,TRUE
Name sounded like .,-3.41408920288086,-17.070446014404297,what . like Name,"[-3.209115743637085, -9.759533882141113, -0.8449763655662537, -3.256317615509033, -0.0005018643569201231]",bad,drop_argument,342,syntax,argument_structure,sample3,-3.8616936206817623,-3.41408920288086,FALSE
Name forgot .,-3.8616936206817623,-15.44677448272705,what . ?,"[-3.209115743637085, -10.627633094787598, -1.6095986366271973, -0.00042632073746062815]",good,drop_argument,342,syntax,argument_structure,sample3,-3.8616936206817623,-3.41408920288086,FALSE
Name sounded like .,-3.631263017654419,-18.156314849853516,"what , like to","[-3.3675284385681152, -9.317145347595215, -0.11099307984113693, -5.359556198120117, -0.0010918376501649618]",bad,drop_argument,342,syntax,argument_structure,sample4,-3.5253469944000244,-3.631263017654419,TRUE
Name forgot .,-3.5253469944000244,-14.101387977600098,"what , .","[-3.3675284385681152, -9.837467193603516, -0.8959572315216064, -0.00043442347669042647]",good,drop_argument,342,syntax,argument_structure,sample4,-3.5253469944000244,-3.631263017654419,TRUE
Name sounded like .,-3.6217293739318848,-18.108646392822266,"what , like that","[-2.9871325492858887, -9.24069881439209, -0.7067790031433105, -5.1732354164123535, -0.0008001701789908111]",bad,drop_argument,342,syntax,argument_structure,sample5,-3.6997859477996826,-3.6217293739318848,FALSE
Name forgot .,-3.6997859477996826,-14.79914379119873,"what , .","[-2.9871325492858887, -11.157769203186035, -0.6536917090415955, -0.0005514293443411589]",good,drop_argument,342,syntax,argument_structure,sample5,-3.6997859477996826,-3.6217293739318848,FALSE
Name sounded like .,-3.877857208251953,-19.389286041259766,"what , like Name","[-3.349701166152954, -9.265880584716797, -0.4092227518558502, -6.363828182220459, -0.000653411028906703]",bad,drop_argument,342,syntax,argument_structure,sample6,-3.6482138633728023,-3.877857208251953,TRUE
Name forgot .,-3.6482138633728023,-14.592855453491211,"what , .","[-3.349701166152954, -9.963140487670898, -1.279313564300537, -0.0007003477076068521]",good,drop_argument,342,syntax,argument_structure,sample6,-3.6482138633728023,-3.877857208251953,TRUE
Name sounded like .,-3.195177793502808,-15.975889205932617,"what , like to","[-3.405649185180664, -9.489974021911621, -0.28576481342315674, -2.793565273284912, -0.0009352362249046564]",bad,drop_argument,342,syntax,argument_structure,sample7,-4.129217147827148,-3.195177793502808,FALSE
Name forgot .,-4.129217147827148,-16.516868591308594,"what , to","[-3.405649185180664, -11.205150604248047, -1.9055094718933105, -0.0005586970364674926]",good,drop_argument,342,syntax,argument_structure,sample7,-4.129217147827148,-3.195177793502808,FALSE
Name sounded like .,-3.736958980560303,-18.684795379638672,"what , like Name","[-3.1054515838623047, -9.841211318969727, -0.31023842096328735, -5.426727294921875, -0.001166259404271841]",bad,drop_argument,342,syntax,argument_structure,sample8,-4.346967697143555,-3.736958980560303,FALSE
Name forgot .,-4.346967697143555,-17.38787078857422,"what , ?","[-3.1054515838623047, -12.754907608032227, -1.5271313190460205, -0.00037865620106458664]",good,drop_argument,342,syntax,argument_structure,sample8,-4.346967697143555,-3.736958980560303,FALSE
