Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name was n't watched by some people .,-5.107905864715576,-45.971153259277344,"what , that dancing the the fish ?","[-3.405649185180664, -5.274982452392578, -3.6745598316192627, -11.343807220458984, -6.758213996887207, -4.915582656860352, -6.333440780639648, -4.264280319213867, -0.0006300609675236046]",good,animate_subject_passive,309,syntax,s-selection,sample7,-5.107905864715576,-5.037773609161377,FALSE
Name was n't watched by some cars .,-5.348422050476074,-48.135799407958984,"what , talking that Name Name of .","[-3.1054515838623047, -5.358878135681152, -3.934731960296631, -11.740779876708984, -8.462846755981445, -7.907698631286621, -6.985799789428711, -0.6393837332725525, -0.0002233732520835474]",bad,animate_subject_passive,309,syntax,s-selection,sample8,-5.270859241485596,-5.348422050476074,TRUE
Name was n't watched by some people .,-5.270859241485596,-47.4377326965332,"what , talking that Name Name of .","[-3.1054515838623047, -5.358878135681152, -3.934731960296631, -11.740779876708984, -8.462846755981445, -7.907698631286621, -6.545928955078125, -0.38119056820869446, -0.00022265815641731024]",good,animate_subject_passive,309,syntax,s-selection,sample8,-5.270859241485596,-5.348422050476074,TRUE
Name was n't watched by some cars .,-5.193319797515869,-46.7398796081543,"what , a it on the of .","[-3.224195957183838, -5.868238925933838, -3.9143412113189697, -11.916778564453125, -6.768836498260498, -5.689714431762695, -7.521138668060303, -1.8363335132598877, -0.00030071981018409133]",bad,animate_subject_passive,309,syntax,s-selection,sample9,-4.888385772705078,-5.193319797515869,TRUE
Name was n't watched by some people .,-4.888385772705078,-43.9954719543457,"what , a it on the of .","[-3.224195957183838, -5.868238925933838, -3.9143412113189697, -11.916778564453125, -6.768836498260498, -5.689714431762695, -5.8231706619262695, -0.7897748351097107, -0.00042060110718011856]",good,animate_subject_passive,309,syntax,s-selection,sample9,-4.888385772705078,-5.193319797515869,TRUE
some lady is n't seen by the picture .,-4.751297950744629,-47.512977600097656,what what ? . . a Name water .,"[-5.93073844909668, -8.444933891296387, -5.5961079597473145, -2.455714702606201, -3.7317702770233154, -9.081543922424316, -4.004269599914551, -7.531156539916992, -0.7361754179000854, -0.0005646541831083596]",bad,animate_subject_passive,461,syntax,s-selection,sample1,-4.772495269775391,-4.751297950744629,FALSE
some lady is n't seen by the boy .,-4.772495269775391,-47.724952697753906,what what ? . . a Name water .,"[-5.93073844909668, -8.444933891296387, -5.5961079597473145, -2.455714702606201, -3.7317702770233154, -9.081543922424316, -4.004269599914551, -6.961074352264404, -1.5184845924377441, -0.00031513971043750644]",good,animate_subject_passive,461,syntax,s-selection,sample1,-4.772495269775391,-4.751297950744629,FALSE
some lady is n't seen by the picture .,-5.014449119567871,-50.14448928833008,what what ? that it that the floor .,"[-5.792550086975098, -8.921504020690918, -5.85609245300293, -4.684296607971191, -7.13551139831543, -6.96414852142334, -2.0545504093170166, -7.6609320640563965, -1.0745748281478882, -0.0003270567976869643]",bad,animate_subject_passive,461,syntax,s-selection,sample10,-5.095389366149902,-5.014449119567871,FALSE
some lady is n't seen by the boy .,-5.095389366149902,-50.953895568847656,what what ? that it that the floor .,"[-5.792550086975098, -8.921504020690918, -5.85609245300293, -4.684296607971191, -7.13551139831543, -6.96414852142334, -2.0545504093170166, -8.958100318908691, -0.5868350267410278, -0.00030655929003842175]",good,animate_subject_passive,461,syntax,s-selection,sample10,-5.095389366149902,-5.014449119567871,FALSE
some lady is n't seen by the picture .,-5.017962455749512,-50.17962646484375,what what ? for it ? Name Name ?,"[-5.757920265197754, -8.338500022888184, -3.4923810958862305, -2.9683685302734375, -9.772195816040039, -9.175971031188965, -3.409670352935791, -6.106233596801758, -1.1579139232635498, -0.0004717191040981561]",bad,animate_subject_passive,461,syntax,s-selection,sample2,-5.088114738464356,-5.017962455749512,FALSE
some lady is n't seen by the boy .,-5.088114738464356,-50.88114547729492,what what ? for it ? Name Name ?,"[-5.757920265197754, -8.338500022888184, -3.4923810958862305, -2.9683685302734375, -9.772195816040039, -9.175971031188965, -3.409670352935791, -6.945797920227051, -1.0196608304977417, -0.0006803343421779573]",good,animate_subject_passive,461,syntax,s-selection,sample2,-5.088114738464356,-5.017962455749512,FALSE
some lady is n't seen by the picture .,-5.581916332244873,-55.81916427612305,what what ? for ? that ? water ?,"[-5.763181686401367, -8.079875946044922, -7.3063130378723145, -5.500178813934326, -8.739950180053711, -9.50189208984375, -2.628072738647461, -5.562107086181641, -2.7361364364624023, -0.0014540109550580382]",bad,animate_subject_passive,461,syntax,s-selection,sample3,-5.55333423614502,-5.581916332244873,TRUE
some lady is n't seen by the boy .,-5.55333423614502,-55.53334045410156,what what ? for ? that ? water ?,"[-5.763181686401367, -8.079875946044922, -7.3063130378723145, -5.500178813934326, -8.739950180053711, -9.50189208984375, -2.628072738647461, -5.126401901245117, -2.886601448059082, -0.0008665143977850676]",good,animate_subject_passive,461,syntax,s-selection,sample3,-5.55333423614502,-5.581916332244873,TRUE
some lady is n't seen by the picture .,-5.039562225341797,-50.39562225341797,what macaroni . n't a a the water .,"[-6.037365913391113, -8.593805313110352, -5.827742099761963, -2.2917118072509766, -8.731142044067383, -9.757823944091797, -1.5625267028808594, -7.320865631103516, -0.2722296714782715, -0.00041130665340460837]",bad,animate_subject_passive,461,syntax,s-selection,sample4,-4.968507289886475,-5.039562225341797,TRUE
some lady is n't seen by the boy .,-4.968507289886475,-49.68507385253906,what macaroni . n't a a the water .,"[-6.037365913391113, -8.593805313110352, -5.827742099761963, -2.2917118072509766, -8.731142044067383, -9.757823944091797, -1.5625267028808594, -6.732082366943359, -0.15021534264087677, -0.0006576997111551464]",good,animate_subject_passive,461,syntax,s-selection,sample4,-4.968507289886475,-5.039562225341797,TRUE
some lady is n't seen by the picture .,-4.67974328994751,-46.79743194580078,what more ? that it that Name water .,"[-6.12229585647583, -8.677677154541016, -5.076454162597656, -2.257467746734619, -7.146458625793457, -6.599873065948486, -2.805969715118408, -7.278613090515137, -0.8314378261566162, -0.0011859057703986764]",bad,animate_subject_passive,461,syntax,s-selection,sample5,-4.686111927032471,-4.67974328994751,FALSE
some lady is n't seen by the boy .,-4.686111927032471,-46.86111831665039,what more ? that it that Name water .,"[-6.12229585647583, -8.677677154541016, -5.076454162597656, -2.257467746734619, -7.146458625793457, -6.599873065948486, -2.805969715118408, -7.685036659240723, -0.48928704857826233, -0.0006005152827128768]",good,animate_subject_passive,461,syntax,s-selection,sample5,-4.686111927032471,-4.67974328994751,FALSE
some lady is n't seen by the picture .,-5.1567792892456055,-51.56779098510742,what what ? Name it a Name other of,"[-5.516100883483887, -8.590653419494629, -6.881735801696777, -2.4873239994049072, -6.663506507873535, -7.8580546379089355, -3.533796787261963, -6.821727752685547, -3.2138524055480957, -0.0010374169796705246]",bad,animate_subject_passive,461,syntax,s-selection,sample6,-4.947741508483887,-5.1567792892456055,TRUE
some lady is n't seen by the boy .,-4.947741508483887,-49.477413177490234,what what ? Name it a Name other 's,"[-5.516100883483887, -8.590653419494629, -6.881735801696777, -2.4873239994049072, -6.663506507873535, -7.8580546379089355, -3.533796787261963, -6.330173492431641, -1.6155712604522705, -0.0004957877099514008]",good,animate_subject_passive,461,syntax,s-selection,sample6,-4.947741508483887,-5.1567792892456055,TRUE
some lady is n't seen by the picture .,-4.837807655334473,-48.378074645996094,what what . n't that a a other .,"[-5.829641819000244, -7.950458526611328, -4.308694839477539, -2.0492382049560547, -8.95570182800293, -8.892681121826172, -3.0168843269348145, -6.743955612182617, -0.6297292113304138, -0.001086002797819674]",bad,animate_subject_passive,461,syntax,s-selection,sample7,-4.696108341217041,-4.837807655334473,TRUE
some lady is n't seen by the boy .,-4.696108341217041,-46.961082458496094,what what . n't that a a other .,"[-5.829641819000244, -7.950458526611328, -4.308694839477539, -2.0492382049560547, -8.95570182800293, -8.892681121826172, -3.0168843269348145, -5.661861896514893, -0.29491546750068665, -0.0010052633006125689]",good,animate_subject_passive,461,syntax,s-selection,sample7,-4.696108341217041,-4.837807655334473,TRUE
some lady is n't seen by the picture .,-5.62372350692749,-56.23723602294922,what more ? in ? Name Name way ?,"[-6.137974262237549, -8.682452201843262, -5.092458724975586, -3.2895138263702393, -6.429347515106201, -11.181550025939941, -3.086219310760498, -8.25019645690918, -4.086945533752441, -0.0005814530304633081]",bad,animate_subject_passive,461,syntax,s-selection,sample8,-5.259202480316162,-5.62372350692749,TRUE
some lady is n't seen by the boy .,-5.259202480316162,-52.59202575683594,what more ? in ? Name Name way ?,"[-6.137974262237549, -8.682452201843262, -5.092458724975586, -3.2895138263702393, -6.429347515106201, -11.181550025939941, -3.086219310760498, -5.66793966293335, -3.0242202281951904, -0.00035124807618558407]",good,animate_subject_passive,461,syntax,s-selection,sample8,-5.259202480316162,-5.62372350692749,TRUE
some lady is n't seen by the picture .,-5.379325866699219,-53.79325866699219,what what . that it a yourself house .,"[-6.20490026473999, -7.933825492858887, -8.542818069458008, -4.449419975280762, -7.253129959106445, -8.75110912322998, -2.732912540435791, -6.771265029907227, -1.15350341796875, -0.0003716255014296621]",bad,animate_subject_passive,461,syntax,s-selection,sample9,-5.47935152053833,-5.379325866699219,FALSE
some lady is n't seen by the boy .,-5.47935152053833,-54.793514251708984,what what . that it a yourself house in,"[-6.20490026473999, -7.933825492858887, -8.542818069458008, -4.449419975280762, -7.253129959106445, -8.75110912322998, -2.732912540435791, -5.961850166320801, -2.9632315635681152, -0.00031585473334416747]",good,animate_subject_passive,461,syntax,s-selection,sample9,-5.47935152053833,-5.379325866699219,FALSE
every window is n't fixed by some men .,-7.986222743988037,-79.86222839355469,what what . . there ? Name . ?,"[-12.639627456665039, -9.075160026550293, -11.223495483398438, -4.42354679107666, -14.317215919494629, -8.231060028076172, -9.107579231262207, -9.65097427368164, -1.1932870149612427, -0.0002874914789572358]",good,animate_subject_passive,495,syntax,s-selection,sample1,-7.986222743988037,-7.818878173828125,FALSE
every window is n't fixed by some car .,-7.818878173828125,-78.18878173828125,what what . . there ? Name . ?,"[-12.639627456665039, -9.075160026550293, -11.223495483398438, -4.42354679107666, -14.317215919494629, -8.231060028076172, -9.107579231262207, -7.581593990325928, -1.5890371799468994, -0.0004657614335883409]",bad,animate_subject_passive,495,syntax,s-selection,sample1,-7.986222743988037,-7.818878173828125,FALSE
every window is n't fixed by some men .,-6.016879081726074,-60.16878890991211,what ? ? that ? ? . . .,"[-12.481316566467285, -5.962934494018555, -4.48877477645874, -3.283804178237915, -9.579594612121582, -8.241511344909668, -8.555243492126465, -7.386536121368408, -0.18887753784656525, -0.00019631843315437436]",good,animate_subject_passive,495,syntax,s-selection,sample10,-6.016879081726074,-6.042531967163086,TRUE
every window is n't fixed by some car .,-6.042531967163086,-60.42531967163086,what ? ? that ? ? . . .,"[-12.481316566467285, -5.962934494018555, -4.48877477645874, -3.283804178237915, -9.579594612121582, -8.241511344909668, -8.555243492126465, -7.757833957672119, -0.07405389100313187, -0.0002506657037883997]",bad,animate_subject_passive,495,syntax,s-selection,sample10,-6.016879081726074,-6.042531967163086,TRUE
every window is n't fixed by some men .,-6.981058597564697,-69.81058502197266,what ? ? a a ? Name END .,"[-12.888843536376953, -7.342070579528809, -3.372206211090088, -3.913846254348755, -15.893179893493652, -8.723014831542969, -8.487852096557617, -8.113775253295898, -1.0755069255828857, -0.00028427375946193933]",good,animate_subject_passive,495,syntax,s-selection,sample2,-6.981058597564697,-6.643632411956787,FALSE
every window is n't fixed by some car .,-6.643632411956787,-66.43632507324219,what ? ? a a ? Name END .,"[-12.888843536376953, -7.342070579528809, -3.372206211090088, -3.913846254348755, -15.893179893493652, -8.723014831542969, -8.487852096557617, -4.813312530517578, -1.0016932487487793, -0.00029774048016406596]",bad,animate_subject_passive,495,syntax,s-selection,sample2,-6.981058597564697,-6.643632411956787,FALSE
every window is n't fixed by some men .,-6.981821537017822,-69.8182144165039,"what ? ? , ? ? Name of ?","[-12.484160423278809, -7.002108097076416, -8.099611282348633, -4.030832290649414, -9.133241653442383, -8.91408920288086, -7.720353126525879, -8.415800094604492, -4.017636299133301, -0.0003854485403280705]",good,animate_subject_passive,495,syntax,s-selection,sample3,-6.981821537017822,-6.629180908203125,FALSE
every window is n't fixed by some car .,-6.629180908203125,-66.29180908203125,"what ? ? , ? ? Name of ?","[-12.484160423278809, -7.002108097076416, -8.099611282348633, -4.030832290649414, -9.133241653442383, -8.91408920288086, -7.720353126525879, -7.334667682647705, -1.5725338459014893, -0.0002112165529979393]",bad,animate_subject_passive,495,syntax,s-selection,sample3,-6.981821537017822,-6.629180908203125,FALSE
every window is n't fixed by some men .,-6.121893405914307,-61.21893310546875,what what . n't . . itself . .,"[-13.558565139770508, -6.654175281524658, -6.556641578674316, -2.1376490592956543, -10.87069320678711, -7.229722023010254, -6.2590227127075195, -7.697210788726807, -0.25481775403022766, -0.0004354958946350962]",good,animate_subject_passive,495,syntax,s-selection,sample4,-6.121893405914307,-6.030776023864746,FALSE
every window is n't fixed by some car .,-6.030776023864746,-60.30775833129883,what what . n't . . itself . .,"[-13.558565139770508, -6.654175281524658, -6.556641578674316, -2.1376490592956543, -10.87069320678711, -7.229722023010254, -6.2590227127075195, -6.763288974761963, -0.2772226929664612, -0.0007764662150293589]",bad,animate_subject_passive,495,syntax,s-selection,sample4,-6.121893405914307,-6.030776023864746,FALSE
every window is n't fixed by some men .,-5.997115612030029,-59.97115707397461,what what ? on shining . Name of .,"[-15.019007682800293, -6.816450119018555, -6.666598320007324, -2.6988987922668457, -8.80976390838623, -6.559434413909912, -5.540298938751221, -7.288333415985107, -0.5720995664596558, -0.00027211778797209263]",good,animate_subject_passive,495,syntax,s-selection,sample5,-5.997115612030029,-5.903734683990479,FALSE
every window is n't fixed by some car .,-5.903734683990479,-59.03734588623047,what what ? on shining . Name of .,"[-15.019007682800293, -6.816450119018555, -6.666598320007324, -2.6988987922668457, -8.80976390838623, -6.559434413909912, -5.540298938751221, -6.013762474060059, -0.9128025770187378, -0.0003274143091402948]",bad,animate_subject_passive,495,syntax,s-selection,sample5,-5.997115612030029,-5.903734683990479,FALSE
every window is n't fixed by some men .,-6.847881317138672,-68.47881317138672,"what like ? that ? , yourself END ?","[-12.020797729492188, -7.835324287414551, -8.078841209411621, -4.060678482055664, -12.593050003051758, -6.514381408691406, -7.918100357055664, -7.975991725921631, -1.48124098777771, -0.00040999590419232845]",good,animate_subject_passive,495,syntax,s-selection,sample6,-6.847881317138672,-6.629400730133057,FALSE
every window is n't fixed by some car .,-6.629400730133057,-66.29400634765625,"what like ? that ? , yourself END .","[-12.020797729492188, -7.835324287414551, -8.078841209411621, -4.060678482055664, -12.593050003051758, -6.514381408691406, -7.918100357055664, -6.21164608001709, -1.0607064962387085, -0.0004820853646378964]",bad,animate_subject_passive,495,syntax,s-selection,sample6,-6.847881317138672,-6.629400730133057,FALSE
every window is n't fixed by some men .,-6.337350845336914,-63.37350845336914,what what ? that it that that . .,"[-13.900102615356445, -7.96690559387207, -3.901472330093384, -4.67622709274292, -9.702543258666992, -8.795787811279297, -5.5746355056762695, -8.293395042419434, -0.5619770288467407, -0.0004612335760612041]",good,animate_subject_passive,495,syntax,s-selection,sample7,-6.337350845336914,-6.079014778137207,FALSE
every window is n't fixed by some car .,-6.079014778137207,-60.79014587402344,what what ? that it that that . .,"[-13.900102615356445, -7.96690559387207, -3.901472330093384, -4.67622709274292, -9.702543258666992, -8.795787811279297, -5.5746355056762695, -6.016137599945068, -0.2558900713920593, -0.0004477690381463617]",bad,animate_subject_passive,495,syntax,s-selection,sample7,-6.337350845336914,-6.079014778137207,FALSE
every window is n't fixed by some men .,-6.231167793273926,-62.311676025390625,what is . that that . Name . .,"[-14.875432968139648, -8.36347484588623, -3.102238178253174, -2.5947494506835938, -8.615001678466797, -9.179205894470215, -8.113543510437012, -7.394009590148926, -0.07371055334806442, -0.0003095386200584471]",good,animate_subject_passive,495,syntax,s-selection,sample8,-6.231167793273926,-6.191847324371338,FALSE
every window is n't fixed by some car .,-6.191847324371338,-61.91847229003906,what is . that that . Name . .,"[-14.875432968139648, -8.36347484588623, -3.102238178253174, -2.5947494506835938, -8.615001678466797, -9.179205894470215, -8.113543510437012, -6.920947551727295, -0.15367549657821655, -0.0002008474839385599]",bad,animate_subject_passive,495,syntax,s-selection,sample8,-6.231167793273926,-6.191847324371338,FALSE
every window is n't fixed by some men .,-7.557366847991943,-75.57366943359375,what what ? that it ? Name ? ?,"[-11.960084915161133, -8.972097396850586, -6.652932167053223, -3.8025946617126465, -14.354796409606934, -9.450260162353516, -7.589206218719482, -7.3080902099609375, -5.482822895050049, -0.0007831366965547204]",good,animate_subject_passive,495,syntax,s-selection,sample9,-7.557366847991943,-7.441627502441406,FALSE
every window is n't fixed by some car .,-7.441627502441406,-74.41627502441406,what what ? that it ? Name ? ?,"[-11.960084915161133, -8.972097396850586, -6.652932167053223, -3.8025946617126465, -14.354796409606934, -9.450260162353516, -7.589206218719482, -6.874853134155273, -4.758843898773193, -0.0006025406182743609]",bad,animate_subject_passive,495,syntax,s-selection,sample9,-7.557366847991943,-7.441627502441406,FALSE
this bicycle is fixed by the man .,-6.071956634521484,-54.64760971069336,what is is Name . the bed .,"[-5.407501697540283, -15.809734344482422, -0.9598783850669861, -14.071224212646484, -8.983946800231934, -1.7634994983673096, -7.6328816413879395, -0.018592486158013344, -0.00034898388548754156]",good,animate_subject_passive,522,syntax,s-selection,sample1,-6.071956634521484,-6.652819633483887,TRUE
this bicycle is fixed by the bananas .,-6.652819633483887,-59.8753776550293,what is is Name . the bed .,"[-5.407501697540283, -15.809734344482422, -0.9598783850669861, -14.071224212646484, -8.983946800231934, -1.7634994983673096, -12.871581077575684, -0.007628949359059334, -0.00037889453233219683]",bad,animate_subject_passive,522,syntax,s-selection,sample1,-6.071956634521484,-6.652819633483887,TRUE
this bicycle is fixed by the man .,-5.201164245605469,-46.81047821044922,what is . . . . floor .,"[-4.909389495849609, -12.145605087280273, -4.692612648010254, -6.542078018188477, -7.798905849456787, -3.3670554161071777, -7.325286388397217, -0.02904581092298031, -0.000501030299346894]",good,animate_subject_passive,522,syntax,s-selection,sample10,-5.201164245605469,-5.879745006561279,TRUE
this bicycle is fixed by the bananas .,-5.879745006561279,-52.91770553588867,what is . . . . floor .,"[-4.909389495849609, -12.145605087280273, -4.692612648010254, -6.542078018188477, -7.798905849456787, -3.3670554161071777, -13.372564315795898, -0.08902986347675323, -0.0004642124113161117]",bad,animate_subject_passive,522,syntax,s-selection,sample10,-5.201164245605469,-5.879745006561279,TRUE
this bicycle is fixed by the man .,-5.784379959106445,-52.059417724609375,what is . . . Name END .,"[-5.1383490562438965, -12.879450798034668, -3.719695568084717, -16.083621978759766, -5.997823715209961, -2.5385007858276367, -5.363507270812988, -0.3381492793560028, -0.00031668893643654883]",good,animate_subject_passive,522,syntax,s-selection,sample2,-5.784379959106445,-6.657760620117188,TRUE
this bicycle is fixed by the bananas .,-6.657760620117188,-59.91984558105469,what is . . . Name END .,"[-5.1383490562438965, -12.879450798034668, -3.719695568084717, -16.083621978759766, -5.997823715209961, -2.5385007858276367, -13.399984359741211, -0.16209249198436737, -0.000325388420606032]",bad,animate_subject_passive,522,syntax,s-selection,sample2,-5.784379959106445,-6.657760620117188,TRUE
this bicycle is fixed by the man .,-5.344239711761475,-48.0981559753418,what is ? . . the bag .,"[-5.314783096313477, -13.109090805053711, -3.0011579990386963, -6.985167980194092, -10.41070556640625, -1.44061279296875, -7.786848068237305, -0.049481745809316635, -0.00031132620642893016]",good,animate_subject_passive,522,syntax,s-selection,sample3,-5.344239711761475,-5.982206344604492,TRUE
this bicycle is fixed by the bananas .,-5.982206344604492,-53.83985900878906,what is ? . . the bag .,"[-5.314783096313477, -13.109090805053711, -3.0011579990386963, -6.985167980194092, -10.41070556640625, -1.44061279296875, -13.318685531616211, -0.2593555450439453, -0.0003014348621945828]",bad,animate_subject_passive,522,syntax,s-selection,sample3,-5.344239711761475,-5.982206344604492,TRUE
this bicycle is fixed by the man .,-5.666593074798584,-50.99933624267578,what is ? . . the other .,"[-5.191244125366211, -11.619705200195312, -3.600308895111084, -12.121586799621582, -10.594124794006348, -2.16304874420166, -5.516770362854004, -0.19209110736846924, -0.0004563482361845672]",good,animate_subject_passive,522,syntax,s-selection,sample4,-5.666593074798584,-6.563229560852051,TRUE
this bicycle is fixed by the bananas .,-6.563229560852051,-59.06906509399414,what is ? . . the other .,"[-5.191244125366211, -11.619705200195312, -3.600308895111084, -12.121586799621582, -10.594124794006348, -2.16304874420166, -13.733867645263672, -0.044740621000528336, -0.00043990471749566495]",bad,animate_subject_passive,522,syntax,s-selection,sample4,-5.666593074798584,-6.563229560852051,TRUE
this bicycle is fixed by the man .,-5.51547908782959,-49.639312744140625,what is ? n't . Name box .,"[-5.20733642578125, -12.804181098937988, -3.8148820400238037, -10.913228988647461, -7.909540176391602, -2.1032724380493164, -6.707701683044434, -0.17812268435955048, -0.0010457528987899423]",good,animate_subject_passive,522,syntax,s-selection,sample5,-5.51547908782959,-6.160162925720215,TRUE
this bicycle is fixed by the bananas .,-6.160162925720215,-55.44146728515625,what is ? n't . Name box .,"[-5.20733642578125, -12.804181098937988, -3.8148820400238037, -10.913228988647461, -7.909540176391602, -2.1032724380493164, -12.580072402954102, -0.10827680677175522, -0.0006835508393123746]",bad,animate_subject_passive,522,syntax,s-selection,sample5,-5.51547908782959,-6.160162925720215,TRUE
this bicycle is fixed by the man .,-6.171858310699463,-55.54672622680664,what is . . . himself END .,"[-5.199787139892578, -12.505989074707031, -6.655069828033447, -12.820749282836914, -7.727963447570801, -3.0010974407196045, -7.575818061828613, -0.0599624402821064, -0.00029213930247351527]",good,animate_subject_passive,522,syntax,s-selection,sample6,-6.171858310699463,-6.720512866973877,TRUE
this bicycle is fixed by the bananas .,-6.720512866973877,-60.484615325927734,what is . . . himself END .,"[-5.199787139892578, -12.505989074707031, -6.655069828033447, -12.820749282836914, -7.727963447570801, -3.0010974407196045, -12.275288581848145, -0.29829666018486023, -0.0003759154351428151]",bad,animate_subject_passive,522,syntax,s-selection,sample6,-6.171858310699463,-6.720512866973877,TRUE
this bicycle is fixed by the man .,-5.316126823425293,-47.84514236450195,what is ? the . . table .,"[-5.00583028793335, -12.993388175964355, -6.24601936340332, -7.831974983215332, -6.896739482879639, -2.917640209197998, -5.67459774017334, -0.2784193456172943, -0.0005310555570758879]",good,animate_subject_passive,522,syntax,s-selection,sample7,-5.316126823425293,-6.300904750823975,TRUE
this bicycle is fixed by the bananas .,-6.300904750823975,-56.7081413269043,what is ? the . . table .,"[-5.00583028793335, -12.993388175964355, -6.24601936340332, -7.831974983215332, -6.896739482879639, -2.917640209197998, -14.083447456359863, -0.732607364654541, -0.0004909025738015771]",bad,animate_subject_passive,522,syntax,s-selection,sample7,-5.316126823425293,-6.300904750823975,TRUE
this bicycle is fixed by the man .,-5.439279556274414,-48.953514099121094,what is ? . . himself other .,"[-5.361196517944336, -12.478178977966309, -4.309895038604736, -6.2640790939331055, -9.683265686035156, -3.198636054992676, -7.616225242614746, -0.04153810068964958, -0.0004976941272616386]",good,animate_subject_passive,522,syntax,s-selection,sample8,-5.439279556274414,-6.162153244018555,TRUE
this bicycle is fixed by the bananas .,-6.162153244018555,-55.459381103515625,what is ? . . himself other .,"[-5.361196517944336, -12.478178977966309, -4.309895038604736, -6.2640790939331055, -9.683265686035156, -3.198636054992676, -14.157485961914062, -0.006243368145078421, -0.00040165462996810675]",bad,animate_subject_passive,522,syntax,s-selection,sample8,-5.439279556274414,-6.162153244018555,TRUE
this bicycle is fixed by the man .,-5.807924747467041,-52.271324157714844,what is ? Name . yourself street .,"[-5.3401288986206055, -12.795071601867676, -3.9352967739105225, -13.613475799560547, -7.409111499786377, -2.3665637969970703, -6.762781143188477, -0.048440489917993546, -0.0004570631426759064]",good,animate_subject_passive,522,syntax,s-selection,sample9,-5.807924747467041,-6.563472270965576,TRUE
this bicycle is fixed by the bananas .,-6.563472270965576,-59.071250915527344,what is ? Name . yourself street .,"[-5.3401288986206055, -12.795071601867676, -3.9352967739105225, -13.613475799560547, -7.409111499786377, -2.3665637969970703, -13.107688903808594, -0.5034013390541077, -0.0005094899097457528]",bad,animate_subject_passive,522,syntax,s-selection,sample9,-5.807924747467041,-6.563472270965576,TRUE
Name was hugged by some children .,-5.153502941131592,-41.228023529052734,"what , Name . the too .","[-3.038832426071167, -5.888733386993408, -12.407394409179688, -7.158572196960449, -7.381747245788574, -4.983756065368652, -0.36867570877075195, -0.0003090619284193963]",good,animate_subject_passive,579,syntax,s-selection,sample1,-5.153502941131592,-5.742968559265137,TRUE
Name was hugged by some mirror .,-5.742968559265137,-45.943748474121094,"what , Name . the too .","[-3.038832426071167, -5.888733386993408, -12.407394409179688, -7.158572196960449, -7.381747245788574, -9.416932106018066, -0.6512610912322998, -0.0002762889489531517]",bad,animate_subject_passive,579,syntax,s-selection,sample1,-5.153502941131592,-5.742968559265137,TRUE
Name was hugged by some children .,-5.076754570007324,-40.614036560058594,"what , a ? Name ? ?","[-3.5443806648254395, -5.562223434448242, -9.866314888000488, -7.283113479614258, -6.068251132965088, -6.510252952575684, -1.7791781425476074, -0.00032205163734033704]",good,animate_subject_passive,579,syntax,s-selection,sample10,-5.076754570007324,-5.44293737411499,TRUE
Name was hugged by some mirror .,-5.44293737411499,-43.54349899291992,"what , a ? Name ? ?","[-3.5443806648254395, -5.562223434448242, -9.866314888000488, -7.283113479614258, -6.068251132965088, -9.156498908996582, -2.0624630451202393, -0.00025376438861712813]",bad,animate_subject_passive,579,syntax,s-selection,sample10,-5.076754570007324,-5.44293737411499,TRUE
Name was hugged by some children .,-5.613263130187988,-44.906105041503906,"what , playing you Name ? ?","[-3.3328781127929688, -5.135676383972168, -10.641809463500977, -9.524252891540527, -7.632205009460449, -6.356605529785156, -2.2822370529174805, -0.0004383556661196053]",good,animate_subject_passive,579,syntax,s-selection,sample2,-5.613263130187988,-5.937562942504883,TRUE
Name was hugged by some mirror .,-5.937562942504883,-47.50050354003906,"what , playing you Name ? ?","[-3.3328781127929688, -5.135676383972168, -10.641809463500977, -9.524252891540527, -7.632205009460449, -8.849989891052246, -2.3829963207244873, -0.0006960591417737305]",bad,animate_subject_passive,579,syntax,s-selection,sample2,-5.613263130187988,-5.937562942504883,TRUE
Name was hugged by some children .,-5.95444917678833,-47.63559341430664,what . a you Name of ?,"[-3.209115743637085, -5.662879943847656, -13.12851619720459, -8.96207046508789, -7.73920202255249, -6.120484828948975, -2.8129944801330566, -0.0003333727945573628]",good,animate_subject_passive,579,syntax,s-selection,sample3,-5.95444917678833,-6.512473106384277,TRUE
Name was hugged by some mirror .,-6.512473106384277,-52.09978485107422,what . a you Name of ?,"[-3.209115743637085, -5.662879943847656, -13.12851619720459, -8.96207046508789, -7.73920202255249, -9.225977897644043, -4.1716694831848145, -0.0003541081096045673]",bad,animate_subject_passive,579,syntax,s-selection,sample3,-5.95444917678833,-6.512473106384277,TRUE
Name was hugged by some children .,-5.2094902992248535,-41.67592239379883,"what , going . . . .","[-3.3675284385681152, -5.276711940765381, -11.304460525512695, -8.176480293273926, -6.705626487731934, -6.758968830108643, -0.08574410527944565, -0.00040570611599832773]",good,animate_subject_passive,579,syntax,s-selection,sample4,-5.2094902992248535,-5.557704448699951,TRUE
Name was hugged by some mirror .,-5.557704448699951,-44.46163558959961,"what , going . . . .","[-3.3675284385681152, -5.276711940765381, -11.304460525512695, -8.176480293273926, -6.705626487731934, -9.589752197265625, -0.040626585483551025, -0.0004505096294451505]",bad,animate_subject_passive,579,syntax,s-selection,sample4,-5.2094902992248535,-5.557704448699951,TRUE
