Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what will Name kiss man ?,what will Name kiss man ?,-31.022627946985473,-5.1704379911642455,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VBP _kiss) (NP _man))) (. _?)),bad,left_branch_island_simple_question,258,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.557450377838422,-5.1704379911642455,FALSE
what man will Name kiss ?,what man will Name kiss ?,-31.808872703189305,-5.3014787838648845,(ROOT (WHNP (WDT _what) (NN _man)) (SQ (MD _will) (NP _Name) (VP _kiss)) (. _?)),good,left_branch_island_simple_question,258,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.3014787838648845,-5.103783874018461,FALSE
what will Name kiss man ?,what will Name kiss man ?,-30.622703244110767,-5.103783874018461,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _kiss) (NP _man))) (. _?)),bad,left_branch_island_simple_question,258,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.3014787838648845,-5.103783874018461,FALSE
what man will Name kiss ?,what man will Name kiss ?,-32.46303931215433,-5.410506552025722,(ROOT (WHNP (WDT _what) (NN _man)) (SQ (MD _will) (NP _Name) (VP _kiss)) (. _?)),good,left_branch_island_simple_question,258,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.410506552025722,-5.030400969934985,FALSE
what will Name kiss man ?,what will Name kiss man ?,-30.18240581960991,-5.030400969934985,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _kiss) (NP _man))) (. _?)),bad,left_branch_island_simple_question,258,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.410506552025722,-5.030400969934985,FALSE
what man will Name kiss ?,what man will Name kiss ?,-31.607650536935072,-5.267941756155845,(ROOT (WHNP (WDT _what) (NN _man)) (SQ (MD _will) (NP _Name) (VP _kiss)) (. _?)),good,left_branch_island_simple_question,258,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.267941756155845,-5.158510021976848,FALSE
what will Name kiss man ?,what will Name kiss man ?,-30.951060131861084,-5.158510021976848,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _kiss) (NP _man))) (. _?)),bad,left_branch_island_simple_question,258,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.267941756155845,-5.158510021976848,FALSE
what man will Name kiss ?,what man will Name kiss ?,-31.480003199913188,-5.246667199985532,(ROOT (WHNP (WDT _what) (NN _man)) (SQ (MD _will) (NP _Name) (VP _kiss)) (. _?)),good,left_branch_island_simple_question,258,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.246667199985532,-5.060351142318787,FALSE
what will Name kiss man ?,what will Name kiss man ?,-30.36210685391272,-5.060351142318787,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _kiss) (NP _man))) (. _?)),bad,left_branch_island_simple_question,258,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.246667199985532,-5.060351142318787,FALSE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-40.603570184197146,-5.800510026313878,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.800510026313878,-5.806828751362432,TRUE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-40.647801259537026,-5.806828751362432,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.800510026313878,-5.806828751362432,TRUE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-41.28923189674624,-5.898461699535177,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.898461699535177,-5.991761087915402,TRUE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.94232761540782,-5.991761087915402,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.898461699535177,-5.991761087915402,TRUE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-41.6148048239918,-5.944972117713114,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.944972117713114,-5.974106820825047,TRUE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.818747745775326,-5.974106820825047,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.944972117713114,-5.974106820825047,TRUE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-41.060468954949094,-5.865781279278442,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.865781279278442,-5.887399543085128,TRUE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.211796801595895,-5.887399543085128,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.865781279278442,-5.887399543085128,TRUE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-42.54166107149938,-6.077380153071339,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-6.077380153071339,-5.975969727660122,FALSE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.83178809362085,-5.975969727660122,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-6.077380153071339,-5.975969727660122,FALSE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-42.40427668494176,-6.057753812134537,(ROOT (WHNP (WDT _which) (NNS _shoes)) (VP (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-6.057753812134537,-5.976069017683046,FALSE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.83248312378132,-5.976069017683046,(ROOT (WHNP _which) (VP (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-6.057753812134537,-5.976069017683046,FALSE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-41.695413142783984,-5.956487591826283,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.956487591826283,-5.942009842136057,FALSE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.5940688949524,-5.942009842136057,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.956487591826283,-5.942009842136057,FALSE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-40.76170947177879,-5.823101353111255,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.823101353111255,-5.808766315889415,FALSE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-40.6613642112259,-5.808766315889415,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.823101353111255,-5.808766315889415,FALSE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-41.64227080600486,-5.948895829429266,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.948895829429266,-5.911881939008444,FALSE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-41.3831735730591,-5.911881939008444,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.948895829429266,-5.911881939008444,FALSE
which shoes was Name thinking about ?,which shoes was Name thinking about ?,-44.19417086208252,-6.313452980297504,(ROOT (WHNP (WDT _which) (NNS _shoes)) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP _about))) (. _?)),good,left_branch_island_simple_question,263,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-6.313452980297504,-6.244510609986064,FALSE
which was Name thinking about shoes ?,which was Name thinking about shoes ?,-43.71157426990245,-6.244510609986064,(ROOT (WHNP _which) (SQ (AUX _was) (NP _Name) (VP (VBG _thinking) (PP (IN _about) (NP _shoes)))) (. _?)),bad,left_branch_island_simple_question,263,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-6.313452980297504,-6.244510609986064,FALSE
which does Name hide horses ?,which does Name hide horses ?,-37.224937859361894,-6.204156309893649,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.929627778259223,-6.204156309893649,TRUE
which horses does Name hide ?,which horses does Name hide ?,-35.57776666955534,-5.929627778259223,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.929627778259223,-6.204156309893649,TRUE
which does Name hide horses ?,which does Name hide horses ?,-37.234587213952004,-6.205764535658667,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.828503788013342,-6.205764535658667,TRUE
which horses does Name hide ?,which horses does Name hide ?,-34.97102272808005,-5.828503788013342,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.828503788013342,-6.205764535658667,TRUE
which does Name hide horses ?,which does Name hide horses ?,-36.20553955030957,-6.034256591718261,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.666609054664785,-6.034256591718261,TRUE
which horses does Name hide ?,which horses does Name hide ?,-33.99965432798871,-5.666609054664785,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.666609054664785,-6.034256591718261,TRUE
which does Name hide horses ?,which does Name hide horses ?,-35.53669968736524,-5.922783281227541,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.589487381705303,-5.922783281227541,TRUE
which horses does Name hide ?,which horses does Name hide ?,-33.536924290231816,-5.589487381705303,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.589487381705303,-5.922783281227541,TRUE
which does Name hide horses ?,which does Name hide horses ?,-36.16221140472844,-6.027035234121406,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.829853140420382,-6.027035234121406,TRUE
which horses does Name hide ?,which horses does Name hide ?,-34.97911884252229,-5.829853140420382,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.829853140420382,-6.027035234121406,TRUE
which does Name hide horses ?,which does Name hide horses ?,-36.70899260814222,-6.118165434690369,(ROOT (WHNP _which) (VP (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.943695419133516,-6.118165434690369,TRUE
which horses does Name hide ?,which horses does Name hide ?,-35.6621725148011,-5.943695419133516,(ROOT (WHNP (WDT _which) (NNS _horses)) (VP (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.943695419133516,-6.118165434690369,TRUE
which does Name hide horses ?,which does Name hide horses ?,-36.27550178746192,-6.045916964576986,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.767327849051657,-6.045916964576986,TRUE
which horses does Name hide ?,which horses does Name hide ?,-34.603967094309944,-5.767327849051657,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.767327849051657,-6.045916964576986,TRUE
which does Name hide horses ?,which does Name hide horses ?,-34.954357087137154,-5.825726181189526,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.58051961413227,-5.825726181189526,TRUE
which horses does Name hide ?,which horses does Name hide ?,-33.48311768479362,-5.58051961413227,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.58051961413227,-5.825726181189526,TRUE
which does Name hide horses ?,which does Name hide horses ?,-36.96195379015444,-6.160325631692406,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.833601643350183,-6.160325631692406,TRUE
which horses does Name hide ?,which horses does Name hide ?,-35.0016098601011,-5.833601643350183,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VP _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.833601643350183,-6.160325631692406,TRUE
which does Name hide horses ?,which does Name hide horses ?,-37.70402535833844,-6.28400422638974,(ROOT (WHNP _which) (SQ (AUX _does) (NP _Name) (VP (VB _hide) (NP _horses))) (. _?)),bad,left_branch_island_simple_question,27,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.966587523776508,-6.28400422638974,TRUE
which horses does Name hide ?,which horses does Name hide ?,-35.79952514265905,-5.966587523776508,(ROOT (WHNP (WDT _which) (NNS _horses)) (SQ (AUX _does) (NP _Name) (VB _hide)) (. _?)),good,left_branch_island_simple_question,27,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.966587523776508,-6.28400422638974,TRUE
what lady will Name leave ?,what lady will Name leave ?,-30.624237747091037,-5.104039624515173,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.104039624515173,-4.917322638039417,FALSE
what will Name leave lady ?,what will Name leave lady ?,-29.503935828236504,-4.917322638039417,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.104039624515173,-4.917322638039417,FALSE
what lady will Name leave ?,what lady will Name leave ?,-32.10259978680837,-5.350433297801395,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave) (. _?))),good,left_branch_island_simple_question,318,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.350433297801395,-5.045000658898107,FALSE
what will Name leave lady ?,what will Name leave lady ?,-30.270003953388642,-5.045000658898107,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady)) (. _?))),bad,left_branch_island_simple_question,318,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.350433297801395,-5.045000658898107,FALSE
what lady will Name leave ?,what lady will Name leave ?,-30.53288547976616,-5.0888142466276935,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.0888142466276935,-4.926593341273119,FALSE
what will Name leave lady ?,what will Name leave lady ?,-29.559560047638712,-4.926593341273119,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.0888142466276935,-4.926593341273119,FALSE
what lady will Name leave ?,what lady will Name leave ?,-32.298786704230544,-5.383131117371757,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.383131117371757,-5.288000836267526,FALSE
what will Name leave lady ?,what will Name leave lady ?,-31.728005017605156,-5.288000836267526,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.383131117371757,-5.288000836267526,FALSE
what lady will Name leave ?,what lady will Name leave ?,-30.718183379894267,-5.1196972299823775,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.1196972299823775,-5.015820018610533,FALSE
what will Name leave lady ?,what will Name leave lady ?,-30.0949201116632,-5.015820018610533,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.1196972299823775,-5.015820018610533,FALSE
what lady will Name leave ?,what lady will Name leave ?,-31.767617941764197,-5.294602990294033,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.294602990294033,-4.985416290150943,FALSE
what will Name leave lady ?,what will Name leave lady ?,-29.912497740905657,-4.985416290150943,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.294602990294033,-4.985416290150943,FALSE
what lady will Name leave ?,what lady will Name leave ?,-30.82859888627077,-5.138099814378461,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.138099814378461,-4.952852619464252,FALSE
what will Name leave lady ?,what will Name leave lady ?,-29.717115716785507,-4.952852619464252,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.138099814378461,-4.952852619464252,FALSE
what lady will Name leave ?,what lady will Name leave ?,-31.338119715134194,-5.223019952522366,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.223019952522366,-4.856874135709986,FALSE
what will Name leave lady ?,what will Name leave lady ?,-29.141244814259913,-4.856874135709986,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.223019952522366,-4.856874135709986,FALSE
what lady will Name leave ?,what lady will Name leave ?,-30.31213478036061,-5.052022463393435,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.052022463393435,-4.962180208047362,FALSE
what will Name leave lady ?,what will Name leave lady ?,-29.773081248284168,-4.962180208047362,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.052022463393435,-4.962180208047362,FALSE
what lady will Name leave ?,what lady will Name leave ?,-31.016380269269092,-5.169396711544849,(ROOT (WHNP (WDT _what) (NN _lady)) (SQ (MD _will) (NP _Name) (VP _leave)) (. _?)),good,left_branch_island_simple_question,318,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.169396711544849,-5.006255324570556,FALSE
what will Name leave lady ?,what will Name leave lady ?,-30.037531947423336,-5.006255324570556,(ROOT (WHNP _what) (SQ (MD _will) (NP _Name) (VP (VB _leave) (NP _lady))) (. _?)),bad,left_branch_island_simple_question,318,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.169396711544849,-5.006255324570556,FALSE
whose foot had that teacher seen ?,whose foot had that teacher seen ?,-43.31163199145934,-6.187375998779906,(ROOT (WHNP (WP$ _whose) (NN _foot)) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP _seen)) (. _?)),good,left_branch_island_simple_question,320,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-6.187375998779906,-6.931458772342093,TRUE
whose had that teacher seen foot ?,whose had that teacher seen foot ?,-48.52021140639465,-6.931458772342093,(ROOT (WHNP _whose) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP (VBN _seen) (NP _foot))) (. _?)),bad,left_branch_island_simple_question,320,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-6.187375998779906,-6.931458772342093,TRUE
whose foot had that teacher seen ?,whose foot had that teacher seen ?,-43.90937324797408,-6.27276760685344,(ROOT (WHNP (WP$ _whose) (NN _foot)) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP _seen)) (. _?)),good,left_branch_island_simple_question,320,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-6.27276760685344,-6.862439573785491,TRUE
whose had that teacher seen foot ?,whose had that teacher seen foot ?,-48.037077016498436,-6.862439573785491,(ROOT (WHNP _whose) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP (VBN _seen) (NP _foot))) (. _?)),bad,left_branch_island_simple_question,320,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-6.27276760685344,-6.862439573785491,TRUE
whose foot had that teacher seen ?,whose foot had that teacher seen ?,-42.15155884322191,-6.021651263317416,(ROOT (WHNP (WP$ _whose) (NN _foot)) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP _seen)) (. _?)),good,left_branch_island_simple_question,320,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-6.021651263317416,-6.774824483431842,TRUE
whose had that teacher seen foot ?,whose had that teacher seen foot ?,-47.42377138402289,-6.774824483431842,(ROOT (WHNP _whose) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP (VBN _seen) (NP _foot))) (. _?)),bad,left_branch_island_simple_question,320,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-6.021651263317416,-6.774824483431842,TRUE
whose foot had that teacher seen ?,whose foot had that teacher seen ?,-42.27602787514549,-6.039432553592213,(ROOT (WHNP (WP$ _whose) (NN _foot)) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP _seen)) (. _?)),good,left_branch_island_simple_question,320,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-6.039432553592213,-6.790315055446347,TRUE
whose had that teacher seen foot ?,whose had that teacher seen foot ?,-47.532205388124424,-6.790315055446347,(ROOT (WHNP _whose) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP (VBN _seen) (NP _foot))) (. _?)),bad,left_branch_island_simple_question,320,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-6.039432553592213,-6.790315055446347,TRUE
whose foot had that teacher seen ?,whose foot had that teacher seen ?,-42.19260086254865,-6.027514408935522,(ROOT (WHNP (WP$ _whose) (NN _foot)) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP _seen)) (. _?)),good,left_branch_island_simple_question,320,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-6.027514408935522,-6.755502384132379,TRUE
whose had that teacher seen foot ?,whose had that teacher seen foot ?,-47.288516688926656,-6.755502384132379,(ROOT (WHNP _whose) (SQ (AUX _had) (NP (DT _that) (NN _teacher)) (VP (VBN _seen) (NP _foot))) (. _?)),bad,left_branch_island_simple_question,320,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-6.027514408935522,-6.755502384132379,TRUE
whose foot had that teacher seen ?,whose foot had that teacher seen ?,-42.80256856558306,-6.114652652226151,(ROOT (WHNP (WP$ _whose) (NN _foot)) (VP (VBD _had) (NP (DT _that) (NN _teacher)) (VP _seen)) (. _?)),good,left_branch_island_simple_question,320,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-6.114652652226151,-6.84802671944095,TRUE
